Stock_A,Stock_B,Beta,Trace_Statistic,Critical_Value_95,Is_Cointegrated,Mean_Spread,Std_Spread,Mean_Abs_Zscore,Correlation
EVN.AX,CMM.AX,1.1119725447648017,21.709023652927666,15.4943,True,-0.4822541684793363,0.08597724148778743,,0.7495409621298668
MGR.AX,VCX.AX,0.36499809737206895,17.70817462147149,15.4943,True,0.4696214378627076,0.053747799514981855,,0.700453686124741
BHP.AX,RIO.AX,0.34273021550337285,16.218976515622163,15.4943,True,2.076230080172927,0.04476274929117605,,0.843329842593594
CMM.AX,GMD.AX,0.6961939581772729,16.214076319295014,15.4943,True,1.2464248452785844,0.08421644285411395,,0.7878590093136582
