Date,Type,Pair,Stock_A,Stock_B,Signal,Zscore,Price_A,Price_B,Qty_A,Qty_B,Fee,Reason,PnL,PnL_Pct
2023-07-20,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,4.739999771118164,1.440000057220459,,,0.9541274929527679,mean_reversion,-975.4983427895097,-1.1502202776830763
2023-07-26,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,short,2.1705673986447183,41.44037628173828,106.04524993896484,-12.065527508743623,1.6159621279625151,0.6713651077516865,,,
2023-07-28,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,short,2.1813844080106435,3.501481533050537,4.429999828338623,-142.79669770652578,125.50480675546925,1.0559862723824007,,,
2023-08-02,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,long,-2.107645145202958,4.210000038146973,1.475000023841858,118.76484452956787,-235.99794810983522,0.8480969790886366,,,
2023-08-10,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,short,2.0717430506088728,2.1425673961639404,1.633325457572937,-233.36488779545587,111.73465021308213,0.6824990486860345,,,
2023-08-14,EXIT,MGR.AX-VCX.AX,MGR.AX,VCX.AX,,,2.0971739292144775,1.624637484550476,,,0.6709350597380009,mean_reversion,-991.7309404138413,-1.4530876523903562
2023-08-14,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,39.55752182006836,95.7144546508789,,,0.6319533015121669,mean_reversion,-995.2798600443052,-1.4824718302346196
2023-08-15,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,3.4158473014831543,4.199999809265137,,,1.0148918789563703,mean_reversion,-1018.7087006204526,-0.9646988102621386
2023-08-16,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,short,2.6509028587478656,2.178881883621216,1.6463572978973389,-229.47549555509622,110.85020786138881,0.6824990486860345,,,
2023-08-16,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,long,-2.0022551546689464,38.10782241821289,93.13560485839844,13.12066573924819,-1.8399527013565498,0.6713651077516865,,,
2023-08-21,EXIT,MGR.AX-VCX.AX,MGR.AX,VCX.AX,,,2.07901668548584,1.591677188873291,,,0.6535211314040121,mean_reversion,-984.4807058004659,-1.4424645832046428
2023-08-24,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,4.230000019073486,1.4700000286102295,,,0.849292285098745,mean_reversion,-694.3360642009054,-0.818698900386413
2023-08-30,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,39.53984069824219,100.8452377319336,,,0.7043395007685722,mean_reversion,-339.50224675926387,-0.5056894420626242
2023-09-11,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,long,-2.215703328304312,4.159999847412109,1.6100000143051147,120.19231210093542,-216.20930186070657,0.8480969790886365,,,
2023-09-15,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,long,-2.137253971516966,2.060859203338623,1.6186548471450806,242.61725361441114,-112.74735253653307,0.6824990486860345,,,
2023-09-15,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,short,2.25797663125999,41.5056266784668,106.84761047363281,-12.046559467066208,1.603827235743141,0.6713651077516863,,,
2023-09-15,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,4.409999847412109,1.6399999856948853,,,0.8846313299838937,mean_reversion,-674.364881331135,-0.7951506702167557
2023-09-20,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,40.56066131591797,105.15830993652344,,,0.6572721801066526,mean_reversion,-992.6544020643677,-1.4785612040349208
2023-10-12,EXIT,MGR.AX-VCX.AX,MGR.AX,VCX.AX,,,1.9428366422653198,1.605165958404541,,,0.6523439025597348,mean_reversion,-393.44641346130294,-0.5764790650166862
2023-10-12,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,short,2.2232700699698333,4.420000076293945,1.375,-113.12216999309126,253.16143933719013,0.8480969790886366,,,
2023-10-16,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,long,-2.1991614025334925,3.3295278549194336,4.449999809265137,150.1714422545652,-124.94074072201256,1.0559862723824007,,,
2023-10-17,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,short,2.000554812832012,41.40567398071289,105.23019409179688,-12.075639687278226,1.6284784916598858,0.6713651077516865,,,
2023-10-20,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,40.369850158691406,102.99279022216797,,,0.6552133084186083,mean_reversion,-992.4619072407868,-1.4782744825157974
2023-10-25,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,3.4634742736816406,4.590000152587891,,,1.0935929458688363,mean_reversion,-1111.498943688779,-1.0525695009094547
2023-10-25,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,long,-2.457467151731464,1.765802264213562,1.5467146635055542,283.1574124312757,-117.9914130201683,0.6824990486860345,,,
2023-11-03,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,4.590000152587891,1.4450000524520874,,,0.8850490706504479,mean_reversion,-1003.242609546652,-1.1829338321953873
2023-11-07,EXIT,MGR.AX-VCX.AX,MGR.AX,VCX.AX,,,1.7839596271514893,1.6186548471450806,,,0.6961287645126717,mean_reversion,-369.72365719974664,-0.541720399334693
2023-11-10,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,short,2.253423131692752,3.5208802223205566,4.579999923706055,-142.00994309044057,121.39438463844047,1.0559862723824007,,,
2023-11-15,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,short,2.7708045773313614,42.55961608886719,110.06443786621094,-11.748226275255119,1.5569525550113619,0.6713651077516865,,,
2023-11-15,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,long,-2.36560594671676,4.539999961853027,1.534999966621399,110.13215951568469,-226.77328121043087,0.8480969790886366,,,
2023-11-27,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,42.26885986328125,112.49055480957031,,,0.6717265867962834,mean_reversion,-994.1498727917055,-1.4807887114076912
2023-12-05,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,3.9609897136688232,4.449999809265137,,,1.1027049123068489,stop_loss,-1080.4398989001013,-1.0231571443277676
2023-12-12,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,4.309999942779541,1.6649999618530273,,,0.8522471057754415,mean_reversion,-752.7052265273654,-0.887522588909845
2023-12-15,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,short,2.7296712854992173,44.8947639465332,119.38248443603516,-11.137156230411815,1.4354292303533305,0.6713651077516865,,,
2024-01-04,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,45.049232482910156,120.85613250732422,,,0.6752007654907817,mean_reversion,-1000.9515885787736,-1.490919884011889
2024-01-15,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,long,-2.1122160946805115,42.950321197509766,115.5636215209961,11.641356480216258,-1.4828637723208775,0.6713651077516865,,,
2024-01-17,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,long,-3.6459216502486127,2.965958595275879,4.320000171661377,168.57956169596915,-128.70052090034542,1.0559862723824007,,,
2024-01-22,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,short,2.1337496416363217,1.9573447704315186,1.7535427808761597,-255.44809864527312,104.07447749569509,0.6824990486860345,,,
2024-01-25,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,short,2.4442629609205038,4.510000228881836,1.565000057220459,-110.86473938471727,222.42617658869554,0.8480969790886363,,,
2024-02-02,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,43.259254455566406,118.60973358154297,,,0.6794784791583331,mean_reversion,-345.0016261256655,-0.5138807813248303
2024-02-06,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,4.340000152587891,1.5850000381469727,,,0.8336984842242573,opposite_signal,-978.3862620202711,-1.153625453390535
2024-02-07,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,2.9755263328552246,4.329999923706055,,,1.0588861706869734,mean_reversion,-1113.761465497347,-1.0547120683535025
2024-02-15,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,long,-2.2516536918032664,41.04222869873047,114.46737670898438,12.182574286358532,-1.4970650387783038,0.6713651077516865,,,
2024-02-21,EXIT,MGR.AX-VCX.AX,MGR.AX,VCX.AX,,,2.0593864917755127,1.8472423553466797,,,0.718317146640437,mean_reversion,-1017.7154456405523,-1.491160240589178
2024-02-26,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,long,-2.278962111382799,2.8511476516723633,4.539999961853027,175.36797847236042,-122.46393767709897,1.0559862723824007,,,
2024-02-27,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,2.793353796005249,4.71999979019165,,,1.0678945685054853,stop_loss,-1146.2751050017043,-1.085501899958987
2024-02-27,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,short,2.7124154848347954,4.71999979019165,1.5700000524520874,-105.93220809861478,221.7178136682002,0.8480969790886365,,,
2024-02-28,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,long,-2.5980906335692326,2.7740895748138428,4.739999771118164,180.2393133010324,-117.29668760115655,1.0559862723824007,,,
2024-03-01,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,40.81507110595703,112.20301055908203,,,0.6652078401050018,mean_reversion,-343.4442493018904,-0.511561064667242
2024-03-06,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,long,-2.0107824381378605,1.985174536705017,1.8611313104629517,251.86702264975528,-98.0581260763585,0.6824990486860345,,,
2024-03-06,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,5.170000076293945,1.8550000190734863,,,0.9589560725352676,mean_reversion,-986.2870075086418,-1.1629413048593855
2024-03-11,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,3.10158634185791,5.0,,,1.1455112304061135,mean_reversion,-1085.6434154906412,-1.028084780914179
2024-03-13,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,long,-2.3742420597883145,39.08247756958008,108.53434753417969,12.793457096209682,-1.578902086251728,0.6713651077516865,,,
2024-03-14,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,40.116607666015625,110.6131591796875,,,0.6878774468163503,mean_reversion,-334.1415990813102,-0.4977047439958661
2024-03-15,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,long,-2.0526156760250713,4.789999961853027,1.9199999570846558,104.38413444299347,-181.30051399438042,0.8480969790886365,,,
2024-03-21,EXIT,MGR.AX-VCX.AX,MGR.AX,VCX.AX,,,2.0408334732055664,1.9166874885559082,,,0.7019654340220393,mean_reversion,-357.8116459502916,-0.5242668786706153
2024-03-22,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,4.940000057220459,1.7999999523162842,,,0.8419985466660984,mean_reversion,-660.4703610378979,-0.7787674963158555
2024-03-25,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,short,2.2695931017337463,2.1150455474853516,1.9537248611450195,-236.4015283710872,93.41082376311536,0.6824990486860345,,,
2024-04-02,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,short,2.4084702873460335,42.045108795166016,113.76848602294922,-11.891989682697305,1.506261652432633,0.6713651077516865,,,
2024-04-05,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,short,2.263712615937952,3.756579637527466,5.190000057220459,-133.09980041554337,107.12644821822279,1.0559862723824007,,,
2024-04-11,EXIT,MGR.AX-VCX.AX,MGR.AX,VCX.AX,,,2.0872159004211426,1.8194643259048462,,,0.6633786903903661,mean_reversion,-1007.3082938347309,-1.4759116452602064
2024-04-15,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,42.641361236572266,123.01178741455078,,,0.6923785660612193,mean_reversion,-994.5315411272525,-1.4813572073440158
2024-04-26,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,long,-3.338562726950535,40.20045471191406,121.43412017822266,12.437670259779843,-1.4111775792518824,0.6713651077516865,,,
2024-05-03,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,3.5928311347961426,4.760000228881836,,,0.9881270250061555,mean_reversion,-1026.3135746098674,-0.9719004890986044
2024-05-06,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,long,-2.6359594489163425,4.690000057220459,1.7100000381469727,106.60980680164988,-203.56548030598222,0.8480969790886365,,,
2024-05-13,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,40.29361343383789,119.75434875488281,,,0.6701533294459123,mean_reversion,-340.54260070457417,-0.5072390518551174
2024-05-21,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,long,-2.4418832929165566,1.892409086227417,1.8148345947265625,264.2134851491161,-100.5596042836792,0.6824990486860345,,,
2024-05-22,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,4.909999847412109,1.8899999856948853,,,0.9081928899950142,mean_reversion,-711.1378886952635,-0.8385101070156518
2024-05-27,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,short,2.0338527744160593,3.7854762077331543,4.659999847412109,-132.08377825188168,119.31036278706382,1.0559862723824007,,,
2024-05-29,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,3.7951085567474365,4.789999961853027,,,1.0727689102499538,mean_reversion,-987.8906714175736,-0.9355146911037041
2024-06-05,EXIT,MGR.AX-VCX.AX,MGR.AX,VCX.AX,,,1.8738561868667603,1.8009456396102905,,,0.6762004546559284,mean_reversion,-369.86205524470483,-0.5419231806355967
2024-06-06,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,long,-2.792849947246925,4.679999828338623,1.9199999570846558,106.83761075638705,-181.30051399438042,0.8480969790886365,,,
2024-06-14,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,4.460000038146973,1.725000023841858,,,0.789239139011865,mean_reversion,-685.9819581205667,-0.8088484867116514
2024-06-17,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,long,-3.2795117307557136,3.448347330093384,4.659999847412109,144.9969948318575,-119.31036278706382,1.0559862723824007,,,
2024-06-20,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,short,2.0346212203718212,4.860000133514404,1.809999942779541,-102.88065560986637,192.31877905701947,0.8480969790886365,,,
2024-07-04,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,short,2.6098113642893277,41.709716796875,115.32759857177734,-11.987614359382592,1.4858985175611068,0.6713651077516865,,,
2024-07-09,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,3.5831990242004395,5.070000171661377,,,1.124456650204903,mean_reversion,-1143.5171847228748,-1.0828901990771114
2024-07-10,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,40.219085693359375,110.78021240234375,,,0.6467390425627009,mean_reversion,-990.2059476972075,-1.4749142251572729
2024-07-12,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,short,2.598028496219099,1.9245661497116089,1.8611313104629517,-259.7988123582677,98.0581260763585,0.6824990486860345,,,
2024-07-12,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,5.349999904632568,2.069999933242798,,,0.9485113575106879,mean_reversion,-1002.2052253171903,-1.1817106416227992
2024-07-22,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,long,-2.1653375696583743,38.793670654296875,106.21424865722656,12.888700439194425,-1.6133909519495255,0.6713651077516863,,,
2024-07-25,EXIT,MGR.AX-VCX.AX,MGR.AX,VCX.AX,,,1.9245661497116089,1.8472423553466797,,,0.6811371237741741,mean_reversion,-1002.7255610843206,-1.4691970091603714
2024-08-05,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,long,-2.061705601365078,3.7854762077331543,5.510000228881836,132.08377825188168,-100.90494542415456,1.0559862723824007,,,
2024-08-06,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,short,2.2867810131923965,5.510000228881836,2.0199999809265137,-90.7440978639427,172.32523879974235,0.8480969790886366,,,
2024-08-08,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,long,-3.282476036669329,1.8383914232254028,1.8889093399047852,271.9768998501771,-96.61609735871906,0.6824990486860345,,,
2024-08-16,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,3.9492244720458984,5.869999885559082,,,1.1139405075247477,mean_reversion,-1128.8397278218258,-1.0689909114775338
2024-08-21,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,38.08562469482422,106.35107421875,,,0.6624600686058186,mean_reversion,-353.41058607151257,-0.5264059481062968
2024-08-26,EXIT,MGR.AX-VCX.AX,MGR.AX,VCX.AX,,,1.9341410398483276,2.064138889312744,,,0.7254707277827044,mean_reversion,-357.29437846331547,-0.5235089765343823
2024-08-26,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,5.960000038146973,2.200000047683716,,,0.9199503603072521,mean_reversion,-1011.5843195822026,-1.1927696295643562
2024-09-02,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,long,-2.3615670334313865,5.769999980926514,2.200000047683716,86.65511293809621,-158.2258961562899,0.8480969790886366,,,
2024-09-04,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,long,-2.2178958358920764,35.99873733520508,100.41259765625,13.889376045170991,-1.7066096461156544,0.6713651077516865,,,
2024-09-06,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,short,2.5004626295960874,2.068190336227417,2.1592605113983154,-241.75724605311197,84.51923597113804,0.6824990486860345,,,
2024-09-11,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,5.599999904632568,2.109999895095825,,,0.819125248480478,mean_reversion,-698.352201418157,-0.8234343696974431
2024-09-12,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,37.20691680908203,104.90684509277344,,,0.6958158928216217,mean_reversion,-334.98646348841373,-0.4989631716343428
2024-09-13,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,long,-2.7499248236289855,4.210204601287842,6.25,118.75907404762636,-88.95780358118414,1.0559862723824007,,,
2024-09-13,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,short,2.1416325229968685,6.25,2.200000047683716,-80.0,158.2258961562899,0.8480969790886366,,,
2024-09-16,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,4.385629177093506,6.230000019073486,,,1.075040378195391,mean_reversion,-1091.491156852613,-1.0336224867678534
2024-09-19,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,long,-2.2676687526368746,4.28817081451416,6.349999904632568,116.59983280228748,-87.55689460353969,1.0559862723824007,,,
2024-09-24,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,4.327154636383057,6.199999809265137,,,1.0473982369537012,mean_reversion,-1096.3968796216232,-1.0382681179633637
2024-09-25,ENTRY,EVN.AX-CMM.AX,EVN.AX,CMM.AX,short,2.4732205136701344,4.405121326446533,5.96999979019165,-113.50425174403394,93.1300321477151,1.0559862723824007,,,
2024-09-25,ENTRY,BHP.AX-RIO.AX,BHP.AX,RIO.AX,short,2.4191338790478647,40.93623733520508,114.82647705078125,-12.21411718682804,1.492383221649318,0.6713651077516865,,,
2024-09-25,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,5.96999979019165,2.0999999046325684,,,0.8098743500539436,mean_reversion,-995.0805667944996,-1.1733098823955386
2024-09-26,EXIT,MGR.AX-VCX.AX,MGR.AX,VCX.AX,,,2.0969152450561523,2.1973090171813965,,,0.6926593341762257,mean_reversion,-1005.1037825957948,-1.4726815876605948
2024-10-11,EXIT,EVN.AX-CMM.AX,EVN.AX,CMM.AX,,,4.453850269317627,5.909999847412109,,,1.0559294179813423,mean_reversion,-1013.2306544891446,-0.9595111991401217
2024-10-11,EXIT,BHP.AX-RIO.AX,BHP.AX,RIO.AX,,,41.636085510253906,113.61978149414062,,,0.6781122831723513,mean_reversion,-1011.6983572163275,-1.5069272226618575
2024-10-24,ENTRY,CMM.AX-GMD.AX,CMM.AX,GMD.AX,long,-2.170747853465919,6.309999942779541,2.490000009536743,79.2393034126956,-139.79798303430482,0.8480969790886365,,,
2024-11-01,EXIT,CMM.AX-GMD.AX,CMM.AX,GMD.AX,,,6.5,2.3399999141693115,,,0.8421827404838376,opposite_signal,-661.8590549270036,-0.7804049197749015
2024-11-07,ENTRY,MGR.AX-VCX.AX,MGR.AX,VCX.AX,long,-2.196911632387188,1.9915907382965088,1.9785292148590088,251.05559610488598,-92.23975431620778,0.6824990486860345,,,
